Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
276.83	2.5505e-05	761.53	0.0013132	-91.823	-91.823	-242.27	296.63	365.83	1369.0	-0.044508	2080.5	0.14052	0.026777	0.00018875	5297.9	-30.403	-28.102	-12.084	254.01	262.33	118.13	26.501	4.0393	0.0074056
276.89	2.5660e-05	761.48	0.0013132	-91.801	-91.801	-242.19	296.66	365.86	1368.7	-0.044504	2077.7	0.14051	0.026772	0.00018986	5267.0	-30.388	-28.086	-12.077	254.05	262.37	118.14	26.475	4.0402	0.0074089
276.95	2.5816e-05	761.43	0.0013133	-91.778	-91.778	-242.11	296.69	365.89	1368.4	-0.044499	2074.8	0.14049	0.026767	0.00019097	5236.3	-30.373	-28.070	-12.070	254.10	262.41	118.15	26.450	4.0412	0.0074122
277.01	2.5973e-05	761.39	0.0013134	-91.756	-91.756	-242.03	296.73	365.91	1368.2	-0.044494	2071.9	0.14048	0.026761	0.00019209	5205.9	-30.357	-28.054	-12.062	254.14	262.46	118.17	26.424	4.0422	0.0074155
277.07	2.6131e-05	761.34	0.0013135	-91.734	-91.734	-241.95	296.76	365.94	1367.9	-0.044489	2069.1	0.14046	0.026756	0.00019322	5175.6	-30.342	-28.038	-12.055	254.19	262.50	118.18	26.398	4.0432	0.0074188
277.13	2.6289e-05	761.30	0.0013135	-91.712	-91.712	-241.87	296.80	365.97	1367.7	-0.044484	2066.3	0.14045	0.026751	0.00019435	5145.5	-30.326	-28.022	-12.048	254.23	262.55	118.19	26.372	4.0441	0.0074221
277.19	2.6449e-05	761.25	0.0013136	-91.690	-91.690	-241.79	296.83	366.00	1367.4	-0.044479	2063.4	0.14043	0.026746	0.00019548	5115.5	-30.311	-28.006	-12.041	254.28	262.59	118.20	26.346	4.0451	0.0074254
277.25	2.6609e-05	761.21	0.0013137	-91.667	-91.667	-241.71	296.87	366.03	1367.1	-0.044474	2060.6	0.14042	0.026740	0.00019663	5085.8	-30.296	-27.990	-12.034	254.32	262.64	118.22	26.320	4.0461	0.0074287
277.31	2.6771e-05	761.16	0.0013138	-91.645	-91.645	-241.63	296.90	366.06	1366.9	-0.044470	2057.8	0.14040	0.026735	0.00019777	5056.3	-30.280	-27.974	-12.027	254.37	262.68	118.23	26.295	4.0471	0.0074320
277.37	2.6933e-05	761.12	0.0013139	-91.623	-91.623	-241.55	296.94	366.09	1366.6	-0.044465	2055.0	0.14038	0.026730	0.00019893	5026.9	-30.265	-27.959	-12.019	254.41	262.73	118.24	26.269	4.0480	0.0074353
277.43	2.7096e-05	761.07	0.0013139	-91.601	-91.601	-241.47	296.97	366.12	1366.3	-0.044460	2052.2	0.14037	0.026725	0.00020009	4997.8	-30.249	-27.943	-12.012	254.46	262.77	118.25	26.243	4.0490	0.0074386
277.49	2.7260e-05	761.03	0.0013140	-91.579	-91.579	-241.39	297.01	366.15	1366.1	-0.044455	2049.4	0.14035	0.026719	0.00020126	4968.8	-30.234	-27.927	-12.005	254.50	262.82	118.27	26.217	4.0500	0.0074419
277.55	2.7425e-05	760.98	0.0013141	-91.556	-91.556	-241.31	297.04	366.18	1365.8	-0.044450	2046.6	0.14034	0.026714	0.00020243	4940.0	-30.218	-27.911	-11.997	254.55	262.86	118.28	26.192	4.0510	0.0074452
277.61	2.7591e-05	760.93	0.0013142	-91.534	-91.534	-241.23	297.08	366.21	1365.6	-0.044445	2043.8	0.14032	0.026709	0.00020361	4911.4	-30.203	-27.895	-11.990	254.59	262.91	118.29	26.166	4.0519	0.0074485
277.67	2.7757e-05	760.89	0.0013143	-91.512	-91.512	-241.15	297.11	366.24	1365.3	-0.044440	2041.0	0.14031	0.026704	0.00020479	4883.0	-30.187	-27.879	-11.983	254.64	262.95	118.31	26.141	4.0529	0.0074518
277.74	2.7925e-05	760.84	0.0013143	-91.490	-91.490	-241.07	297.15	366.26	1365.0	-0.044435	2038.2	0.14029	0.026698	0.00020599	4854.7	-30.172	-27.863	-11.975	254.68	263.00	118.32	26.115	4.0539	0.0074551
277.80	2.8093e-05	760.80	0.0013144	-91.468	-91.468	-240.99	297.18	366.29	1364.8	-0.044430	2035.4	0.14028	0.026693	0.00020718	4826.6	-30.157	-27.847	-11.968	254.72	263.04	118.33	26.090	4.0549	0.0074584
277.86	2.8263e-05	760.75	0.0013145	-91.445	-91.445	-240.91	297.22	366.32	1364.5	-0.044426	2032.7	0.14026	0.026688	0.00020839	4798.8	-30.141	-27.831	-11.961	254.77	263.09	118.34	26.064	4.0558	0.0074617
277.92	2.8433e-05	760.71	0.0013146	-91.423	-91.423	-240.83	297.26	366.35	1364.3	-0.044421	2029.9	0.14025	0.026683	0.00020960	4771.0	-30.126	-27.815	-11.953	254.81	263.13	118.36	26.039	4.0568	0.0074650
277.98	2.8605e-05	760.66	0.0013146	-91.401	-91.401	-240.75	297.29	366.38	1364.0	-0.044416	2027.2	0.14023	0.026677	0.00021081	4743.5	-30.110	-27.799	-11.946	254.86	263.17	118.37	26.013	4.0578	0.0074683
278.04	2.8777e-05	760.62	0.0013147	-91.379	-91.379	-240.67	297.33	366.41	1363.7	-0.044411	2024.4	0.14022	0.026672	0.00021204	4716.1	-30.095	-27.783	-11.938	254.90	263.22	118.38	25.988	4.0588	0.0074717
278.10	2.8950e-05	760.57	0.0013148	-91.356	-91.356	-240.59	297.36	366.44	1363.5	-0.044406	2021.7	0.14020	0.026667	0.00021327	4688.9	-30.079	-27.767	-11.931	254.95	263.26	118.39	25.963	4.0597	0.0074750
278.16	2.9124e-05	760.53	0.0013149	-91.334	-91.334	-240.51	297.40	366.47	1363.2	-0.044401	2018.9	0.14019	0.026662	0.00021450	4661.9	-30.064	-27.751	-11.923	254.99	263.31	118.41	25.937	4.0607	0.0074783
278.22	2.9299e-05	760.48	0.0013150	-91.312	-91.312	-240.43	297.43	366.50	1363.0	-0.044396	2016.2	0.14017	0.026656	0.00021575	4635.1	-30.048	-27.735	-11.915	255.04	263.35	118.42	25.912	4.0617	0.0074816
278.28	2.9475e-05	760.44	0.0013150	-91.290	-91.290	-240.35	297.47	366.53	1362.7	-0.044391	2013.5	0.14015	0.026651	0.00021700	4608.4	-30.033	-27.719	-11.908	255.08	263.40	118.43	25.887	4.0627	0.0074849
278.34	2.9652e-05	760.39	0.0013151	-91.267	-91.267	-240.27	297.50	366.56	1362.4	-0.044386	2010.8	0.14014	0.026646	0.00021825	4581.9	-30.017	-27.703	-11.900	255.13	263.44	118.44	25.861	4.0636	0.0074882
278.40	2.9830e-05	760.35	0.0013152	-91.245	-91.245	-240.19	297.54	366.59	1362.2	-0.044381	2008.0	0.14012	0.026641	0.00021951	4555.5	-30.002	-27.687	-11.892	255.17	263.49	118.46	25.836	4.0646	0.0074915
278.46	3.0009e-05	760.30	0.0013153	-91.223	-91.223	-240.11	297.57	366.62	1361.9	-0.044376	2005.3	0.14011	0.026635	0.00022078	4529.3	-29.986	-27.671	-11.885	255.22	263.53	118.47	25.811	4.0656	0.0074949
278.52	3.0189e-05	760.25	0.0013153	-91.201	-91.201	-240.03	297.61	366.65	1361.7	-0.044372	2002.6	0.14009	0.026630	0.00022206	4503.3	-29.971	-27.655	-11.877	255.26	263.58	118.48	25.786	4.0666	0.0074982
278.58	3.0370e-05	760.21	0.0013154	-91.178	-91.178	-239.95	297.64	366.68	1361.4	-0.044367	1999.9	0.14008	0.026625	0.00022334	4477.5	-29.955	-27.639	-11.869	255.31	263.62	118.49	25.761	4.0675	0.0075015
278.65	3.0552e-05	760.16	0.0013155	-91.156	-91.156	-239.87	297.68	366.71	1361.1	-0.044362	1997.2	0.14006	0.026620	0.00022463	4451.8	-29.940	-27.623	-11.862	255.35	263.67	118.51	25.736	4.0685	0.0075048
278.71	3.0735e-05	760.12	0.0013156	-91.134	-91.134	-239.79	297.71	366.74	1360.9	-0.044357	1994.6	0.14005	0.026614	0.00022593	4426.2	-29.925	-27.607	-11.854	255.40	263.71	118.52	25.711	4.0695	0.0075081
278.77	3.0919e-05	760.07	0.0013157	-91.112	-91.112	-239.71	297.75	366.76	1360.6	-0.044352	1991.9	0.14003	0.026609	0.00022723	4400.9	-29.909	-27.591	-11.846	255.44	263.76	118.53	25.686	4.0705	0.0075114
278.83	3.1104e-05	760.03	0.0013157	-91.090	-91.090	-239.63	297.78	366.79	1360.4	-0.044347	1989.2	0.14002	0.026604	0.00022854	4375.7	-29.894	-27.575	-11.838	255.49	263.80	118.54	25.661	4.0714	0.0075148
278.89	3.1290e-05	759.98	0.0013158	-91.067	-91.067	-239.55	297.82	366.82	1360.1	-0.044342	1986.5	0.14000	0.026598	0.00022985	4350.6	-29.878	-27.559	-11.830	255.53	263.85	118.56	25.636	4.0724	0.0075181
278.95	3.1477e-05	759.94	0.0013159	-91.045	-91.045	-239.47	297.85	366.85	1359.9	-0.044337	1983.9	0.13999	0.026593	0.00023118	4325.7	-29.863	-27.543	-11.823	255.58	263.89	118.57	25.611	4.0734	0.0075214
279.01	3.1665e-05	759.89	0.0013160	-91.023	-91.023	-239.39	297.89	366.88	1359.6	-0.044332	1981.2	0.13997	0.026588	0.00023251	4301.0	-29.847	-27.527	-11.815	255.62	263.94	118.58	25.586	4.0744	0.0075247
279.07	3.1854e-05	759.85	0.0013161	-91.000	-91.000	-239.31	297.92	366.91	1359.3	-0.044327	1978.6	0.13996	0.026583	0.00023384	4276.4	-29.831	-27.511	-11.807	255.67	263.98	118.59	25.561	4.0753	0.0075281
279.13	3.2044e-05	759.80	0.0013161	-90.978	-90.978	-239.23	297.96	366.94	1359.1	-0.044322	1975.9	0.13994	0.026577	0.00023519	4251.9	-29.816	-27.495	-11.799	255.71	264.03	118.61	25.536	4.0763	0.0075314
279.19	3.2235e-05	759.76	0.0013162	-90.956	-90.956	-239.15	297.99	366.97	1358.8	-0.044317	1973.3	0.13993	0.026572	0.00023654	4227.7	-29.800	-27.479	-11.791	255.75	264.07	118.62	25.511	4.0773	0.0075347
279.25	3.2427e-05	759.71	0.0013163	-90.934	-90.934	-239.07	298.03	367.00	1358.6	-0.044312	1970.6	0.13991	0.026567	0.00023789	4203.5	-29.785	-27.463	-11.783	255.80	264.12	118.63	25.487	4.0783	0.0075381
279.31	3.2620e-05	759.67	0.0013164	-90.911	-90.911	-238.99	298.06	367.03	1358.3	-0.044307	1968.0	0.13989	0.026562	0.00023926	4179.6	-29.769	-27.447	-11.775	255.84	264.16	118.64	25.462	4.0792	0.0075414
279.37	3.2814e-05	759.62	0.0013164	-90.889	-90.889	-238.91	298.10	367.06	1358.0	-0.044302	1965.4	0.13988	0.026556	0.00024063	4155.7	-29.754	-27.431	-11.767	255.89	264.21	118.66	25.437	4.0802	0.0075447
279.43	3.3009e-05	759.57	0.0013165	-90.867	-90.867	-238.83	298.13	367.09	1357.8	-0.044297	1962.8	0.13986	0.026551	0.00024201	4132.1	-29.738	-27.415	-11.759	255.93	264.25	118.67	25.412	4.0812	0.0075480
279.49	3.3205e-05	759.53	0.0013166	-90.845	-90.845	-238.75	298.17	367.12	1357.5	-0.044292	1960.2	0.13985	0.026546	0.00024340	4108.5	-29.723	-27.399	-11.751	255.98	264.29	118.68	25.388	4.0822	0.0075514
279.56	3.3403e-05	759.48	0.0013167	-90.822	-90.822	-238.67	298.21	367.15	1357.3	-0.044287	1957.6	0.13983	0.026541	0.00024479	4085.1	-29.707	-27.383	-11.743	256.02	264.34	118.69	25.363	4.0831	0.0075547
279.62	3.3601e-05	759.44	0.0013168	-90.800	-90.800	-238.59	298.24	367.18	1357.0	-0.044282	1954.9	0.13982	0.026535	0.00024619	4061.9	-29.692	-27.367	-11.734	256.07	264.38	118.71	25.339	4.0841	0.0075580
279.68	3.3801e-05	759.39	0.0013168	-90.778	-90.778	-238.51	298.28	367.21	1356.7	-0.044278	1952.4	0.13980	0.026530	0.00024760	4038.8	-29.676	-27.351	-11.726	256.11	264.43	118.72	25.314	4.0851	0.0075614
279.74	3.4001e-05	759.35	0.0013169	-90.756	-90.756	-238.43	298.31	367.24	1356.5	-0.044273	1949.8	0.13979	0.026525	0.00024901	4015.9	-29.661	-27.335	-11.718	256.16	264.47	118.73	25.289	4.0861	0.0075647
279.80	3.4203e-05	759.30	0.0013170	-90.733	-90.733	-238.35	298.35	367.27	1356.2	-0.044268	1947.2	0.13977	0.026519	0.00025043	3993.1	-29.645	-27.319	-11.710	256.20	264.52	118.74	25.265	4.0870	0.0075681
279.86	3.4405e-05	759.26	0.0013171	-90.711	-90.711	-238.27	298.38	367.30	1356.0	-0.044263	1944.6	0.13976	0.026514	0.00025186	3970.4	-29.630	-27.303	-11.702	256.25	264.56	118.76	25.240	4.0880	0.0075714
279.92	3.4609e-05	759.21	0.0013172	-90.689	-90.689	-238.19	298.42	367.33	1355.7	-0.044258	1942.0	0.13974	0.026509	0.00025330	3947.9	-29.614	-27.287	-11.693	256.29	264.61	118.77	25.216	4.0890	0.0075747
279.98	3.4814e-05	759.17	0.0013172	-90.666	-90.666	-238.11	298.45	367.36	1355.5	-0.044253	1939.5	0.13973	0.026504	0.00025475	3925.5	-29.599	-27.271	-11.685	256.34	264.65	118.78	25.192	4.0900	0.0075781
280.04	3.5020e-05	759.12	0.0013173	-90.644	-90.644	-238.03	298.49	367.39	1355.2	-0.044248	1936.9	0.13971	0.026498	0.00025620	3903.2	-29.583	-27.255	-11.677	256.38	264.70	118.79	25.167	4.0909	0.0075814
280.10	3.5227e-05	759.08	0.0013174	-90.622	-90.622	-237.96	298.52	367.42	1354.9	-0.044243	1934.3	0.13970	0.026493	0.00025766	3881.1	-29.567	-27.239	-11.669	256.43	264.74	118.81	25.143	4.0919	0.0075848
280.16	3.5435e-05	759.03	0.0013175	-90.600	-90.600	-237.88	298.56	367.45	1354.7	-0.044238	1931.8	0.13968	0.026488	0.00025912	3859.2	-29.552	-27.223	-11.660	256.47	264.79	118.82	25.118	4.0929	0.0075881
280.22	3.5645e-05	758.99	0.0013175	-90.577	-90.577	-237.80	298.59	367.48	1354.4	-0.044233	1929.2	0.13967	0.026483	0.00026060	3837.3	-29.536	-27.206	-11.652	256.52	264.83	118.83	25.094	4.0939	0.0075914
280.28	3.5855e-05	758.94	0.0013176	-90.555	-90.555	-237.72	298.63	367.51	1354.2	-0.044228	1926.7	0.13965	0.026477	0.00026208	3815.6	-29.521	-27.190	-11.644	256.56	264.88	118.84	25.070	4.0948	0.0075948
280.34	3.6067e-05	758.89	0.0013177	-90.533	-90.533	-237.64	298.67	367.54	1353.9	-0.044223	1924.1	0.13964	0.026472	0.00026357	3794.1	-29.505	-27.174	-11.635	256.61	264.92	118.86	25.046	4.0958	0.0075981
280.40	3.6279e-05	758.85	0.0013178	-90.510	-90.510	-237.56	298.70	367.57	1353.6	-0.044218	1921.6	0.13962	0.026467	0.00026507	3772.6	-29.490	-27.158	-11.627	256.65	264.97	118.87	25.021	4.0968	0.0076015
280.47	3.6493e-05	758.80	0.0013179	-90.488	-90.488	-237.48	298.74	367.60	1353.4	-0.044213	1919.1	0.13961	0.026462	0.00026657	3751.3	-29.474	-27.142	-11.618	256.70	265.01	118.88	24.997	4.0978	0.0076048
280.53	3.6708e-05	758.76	0.0013179	-90.466	-90.466	-237.40	298.77	367.63	1353.1	-0.044208	1916.6	0.13959	0.026456	0.00026808	3730.2	-29.458	-27.126	-11.610	256.74	265.06	118.90	24.973	4.0987	0.0076082
280.59	3.6925e-05	758.71	0.0013180	-90.443	-90.443	-237.32	298.81	367.66	1352.9	-0.044203	1914.0	0.13957	0.026451	0.00026960	3709.1	-29.443	-27.110	-11.601	256.79	265.10	118.91	24.949	4.0997	0.0076115
280.65	3.7142e-05	758.67	0.0013181	-90.421	-90.421	-237.24	298.84	367.69	1352.6	-0.044198	1911.5	0.13956	0.026446	0.00027113	3688.2	-29.427	-27.094	-11.593	256.83	265.15	118.92	24.925	4.1007	0.0076149
280.71	3.7360e-05	758.62	0.0013182	-90.399	-90.399	-237.16	298.88	367.72	1352.4	-0.044193	1909.0	0.13954	0.026440	0.00027267	3667.5	-29.412	-27.078	-11.584	256.88	265.19	118.93	24.901	4.1017	0.0076182
280.77	3.7580e-05	758.58	0.0013183	-90.377	-90.377	-237.08	298.91	367.75	1352.1	-0.044188	1906.5	0.13953	0.026435	0.00027421	3646.8	-29.396	-27.062	-11.576	256.92	265.24	118.95	24.877	4.1026	0.0076216
280.83	3.7801e-05	758.53	0.0013183	-90.354	-90.354	-237.00	298.95	367.78	1351.8	-0.044183	1904.0	0.13951	0.026430	0.00027576	3626.3	-29.381	-27.046	-11.567	256.97	265.28	118.96	24.853	4.1036	0.0076249
280.89	3.8023e-05	758.49	0.0013184	-90.332	-90.332	-236.92	298.98	367.81	1351.6	-0.044178	1901.5	0.13950	0.026425	0.00027732	3605.9	-29.365	-27.030	-11.558	257.01	265.33	118.97	24.829	4.1046	0.0076283
280.95	3.8246e-05	758.44	0.0013185	-90.310	-90.310	-236.84	299.02	367.84	1351.3	-0.044173	1899.1	0.13948	0.026419	0.00027889	3585.6	-29.349	-27.013	-11.550	257.06	265.37	118.98	24.805	4.1056	0.0076317
281.01	3.8470e-05	758.40	0.0013186	-90.287	-90.287	-236.76	299.06	367.87	1351.1	-0.044168	1896.6	0.13947	0.026414	0.00028047	3565.5	-29.334	-26.997	-11.541	257.10	265.42	119.00	24.781	4.1065	0.0076350
281.07	3.8696e-05	758.35	0.0013187	-90.265	-90.265	-236.68	299.09	367.90	1350.8	-0.044163	1894.1	0.13945	0.026409	0.00028205	3545.5	-29.318	-26.981	-11.532	257.15	265.46	119.01	24.757	4.1075	0.0076384
281.13	3.8923e-05	758.31	0.0013187	-90.243	-90.243	-236.60	299.13	367.93	1350.6	-0.044157	1891.6	0.13944	0.026404	0.00028364	3525.6	-29.303	-26.965	-11.524	257.19	265.51	119.02	24.733	4.1085	0.0076417
281.19	3.9151e-05	758.26	0.0013188	-90.220	-90.220	-236.52	299.16	367.96	1350.3	-0.044152	1889.2	0.13942	0.026398	0.00028524	3505.8	-29.287	-26.949	-11.515	257.24	265.55	119.03	24.709	4.1095	0.0076451
281.25	3.9380e-05	758.22	0.0013189	-90.198	-90.198	-236.45	299.20	367.99	1350.0	-0.044147	1886.7	0.13941	0.026393	0.00028685	3486.1	-29.271	-26.933	-11.506	257.28	265.60	119.05	24.685	4.1104	0.0076484
281.31	3.9610e-05	758.17	0.0013190	-90.176	-90.176	-236.37	299.23	368.02	1349.8	-0.044142	1884.2	0.13939	0.026388	0.00028847	3466.6	-29.256	-26.917	-11.497	257.33	265.64	119.06	24.662	4.1114	0.0076518
281.38	3.9842e-05	758.12	0.0013190	-90.153	-90.153	-236.29	299.27	368.05	1349.5	-0.044137	1881.8	0.13938	0.026382	0.00029009	3447.2	-29.240	-26.901	-11.489	257.37	265.69	119.07	24.638	4.1124	0.0076552
281.44	4.0075e-05	758.08	0.0013191	-90.131	-90.131	-236.21	299.30	368.08	1349.3	-0.044132	1879.4	0.13936	0.026377	0.00029172	3427.9	-29.225	-26.885	-11.480	257.42	265.73	119.08	24.614	4.1134	0.0076585
281.50	4.0309e-05	758.03	0.0013192	-90.109	-90.109	-236.13	299.34	368.11	1349.0	-0.044127	1876.9	0.13935	0.026372	0.00029337	3408.7	-29.209	-26.869	-11.471	257.46	265.78	119.10	24.590	4.1143	0.0076619
281.56	4.0544e-05	757.99	0.0013193	-90.086	-90.086	-236.05	299.37	368.14	1348.8	-0.044122	1874.5	0.13933	0.026367	0.00029501	3389.7	-29.193	-26.852	-11.462	257.51	265.82	119.11	24.567	4.1153	0.0076653
281.62	4.0781e-05	757.94	0.0013194	-90.064	-90.064	-235.97	299.41	368.17	1348.5	-0.044117	1872.0	0.13932	0.026361	0.00029667	3370.7	-29.178	-26.836	-11.453	257.55	265.87	119.12	24.543	4.1163	0.0076686
281.68	4.1019e-05	757.90	0.0013194	-90.042	-90.042	-235.89	299.45	368.20	1348.2	-0.044112	1869.6	0.13930	0.026356	0.00029834	3351.9	-29.162	-26.820	-11.444	257.60	265.91	119.13	24.520	4.1173	0.0076720
281.74	4.1258e-05	757.85	0.0013195	-90.019	-90.019	-235.81	299.48	368.23	1348.0	-0.044107	1867.2	0.13929	0.026351	0.00030001	3333.2	-29.146	-26.804	-11.435	257.64	265.96	119.15	24.496	4.1182	0.0076754
281.80	4.1498e-05	757.81	0.0013196	-89.997	-89.997	-235.73	299.52	368.26	1347.7	-0.044102	1864.8	0.13927	0.026346	0.00030170	3314.6	-29.131	-26.788	-11.426	257.69	266.00	119.16	24.472	4.1192	0.0076787
281.86	4.1740e-05	757.76	0.0013197	-89.975	-89.975	-235.65	299.55	368.29	1347.5	-0.044097	1862.4	0.13926	0.026340	0.00030339	3296.1	-29.115	-26.772	-11.417	257.73	266.05	119.17	24.449	4.1202	0.0076821
281.92	4.1983e-05	757.72	0.0013198	-89.952	-89.952	-235.57	299.59	368.32	1347.2	-0.044092	1860.0	0.13924	0.026335	0.00030509	3277.7	-29.100	-26.756	-11.408	257.78	266.09	119.18	24.425	4.1212	0.0076855
281.98	4.2227e-05	757.67	0.0013198	-89.930	-89.930	-235.49	299.62	368.35	1347.0	-0.044087	1857.6	0.13923	0.026330	0.00030680	3259.5	-29.084	-26.739	-11.399	257.82	266.14	119.20	24.402	4.1221	0.0076888
282.04	4.2473e-05	757.63	0.0013199	-89.908	-89.908	-235.41	299.66	368.38	1346.7	-0.044082	1855.2	0.13921	0.026324	0.00030851	3241.3	-29.068	-26.723	-11.390	257.87	266.18	119.21	24.378	4.1231	0.0076922
282.10	4.2719e-05	757.58	0.0013200	-89.885	-89.885	-235.34	299.70	368.41	1346.4	-0.044077	1852.8	0.13920	0.026319	0.00031024	3223.3	-29.053	-26.707	-11.381	257.91	266.23	119.22	24.355	4.1241	0.0076956
282.16	4.2968e-05	757.54	0.0013201	-89.863	-89.863	-235.26	299.73	368.44	1346.2	-0.044072	1850.4	0.13918	0.026314	0.00031197	3205.4	-29.037	-26.691	-11.372	257.96	266.27	119.23	24.332	4.1251	0.0076990
282.22	4.3217e-05	757.49	0.0013201	-89.841	-89.841	-235.18	299.77	368.47	1345.9	-0.044067	1848.0	0.13916	0.026309	0.00031372	3187.6	-29.021	-26.675	-11.363	258.00	266.32	119.24	24.308	4.1260	0.0077023
282.29	4.3468e-05	757.45	0.0013202	-89.818	-89.818	-235.10	299.80	368.50	1345.7	-0.044062	1845.6	0.13915	0.026303	0.00031547	3169.9	-29.006	-26.659	-11.354	258.05	266.36	119.26	24.285	4.1270	0.0077057
282.35	4.3720e-05	757.40	0.0013203	-89.796	-89.796	-235.02	299.84	368.53	1345.4	-0.044056	1843.3	0.13913	0.026298	0.00031723	3152.3	-28.990	-26.643	-11.345	258.09	266.41	119.27	24.262	4.1280	0.0077091
282.41	4.3973e-05	757.36	0.0013204	-89.773	-89.773	-234.94	299.87	368.56	1345.2	-0.044051	1840.9	0.13912	0.026293	0.00031900	3134.8	-28.974	-26.626	-11.336	258.14	266.46	119.28	24.238	4.1290	0.0077125
282.47	4.4228e-05	757.31	0.0013205	-89.751	-89.751	-234.86	299.91	368.59	1344.9	-0.044046	1838.5	0.13910	0.026287	0.00032078	3117.4	-28.959	-26.610	-11.326	258.18	266.50	119.29	24.215	4.1299	0.0077158
282.53	4.4484e-05	757.26	0.0013205	-89.729	-89.729	-234.78	299.95	368.62	1344.6	-0.044041	1836.2	0.13909	0.026282	0.00032257	3100.1	-28.943	-26.594	-11.317	258.23	266.55	119.31	24.192	4.1309	0.0077192
282.59	4.4741e-05	757.22	0.0013206	-89.706	-89.706	-234.70	299.98	368.65	1344.4	-0.044036	1833.8	0.13907	0.026277	0.00032437	3082.9	-28.927	-26.578	-11.308	258.27	266.59	119.32	24.169	4.1319	0.0077226
282.65	4.5000e-05	757.17	0.0013207	-89.684	-89.684	-234.62	300.02	368.68	1344.1	-0.044031	1831.5	0.13906	0.026272	0.00032617	3065.9	-28.912	-26.562	-11.299	258.32	266.64	119.33	24.145	4.1329	0.0077260
282.71	4.5260e-05	757.13	0.0013208	-89.662	-89.662	-234.54	300.05	368.71	1343.9	-0.044026	1829.1	0.13904	0.026266	0.00032799	3048.9	-28.896	-26.546	-11.289	258.36	266.68	119.34	24.122	4.1338	0.0077294
282.77	4.5522e-05	757.08	0.0013209	-89.639	-89.639	-234.46	300.09	368.74	1343.6	-0.044021	1826.8	0.13903	0.026261	0.00032981	3032.0	-28.880	-26.529	-11.280	258.41	266.73	119.36	24.099	4.1348	0.0077327
282.83	4.5785e-05	757.04	0.0013209	-89.617	-89.617	-234.39	300.12	368.77	1343.4	-0.044016	1824.5	0.13901	0.026256	0.00033164	3015.3	-28.865	-26.513	-11.271	258.45	266.77	119.37	24.076	4.1358	0.0077361
282.89	4.6049e-05	756.99	0.0013210	-89.595	-89.595	-234.31	300.16	368.80	1343.1	-0.044011	1822.1	0.13900	0.026250	0.00033349	2998.6	-28.849	-26.497	-11.261	258.50	266.82	119.38	24.053	4.1368	0.0077395
282.95	4.6314e-05	756.95	0.0013211	-89.572	-89.572	-234.23	300.20	368.83	1342.9	-0.044006	1819.8	0.13898	0.026245	0.00033534	2982.1	-28.833	-26.481	-11.252	258.55	266.86	119.39	24.030	4.1377	0.0077429
283.01	4.6581e-05	756.90	0.0013212	-89.550	-89.550	-234.15	300.23	368.86	1342.6	-0.044000	1817.5	0.13897	0.026240	0.00033720	2965.6	-28.818	-26.465	-11.242	258.59	266.91	119.41	24.007	4.1387	0.0077463
283.07	4.6850e-05	756.86	0.0013213	-89.527	-89.527	-234.07	300.27	368.90	1342.3	-0.043995	1815.2	0.13895	0.026235	0.00033907	2949.2	-28.802	-26.448	-11.233	258.64	266.95	119.42	23.984	4.1397	0.0077497
283.13	4.7120e-05	756.81	0.0013213	-89.505	-89.505	-233.99	300.30	368.93	1342.1	-0.043990	1812.9	0.13894	0.026229	0.00034095	2933.0	-28.786	-26.432	-11.224	258.68	267.00	119.43	23.961	4.1407	0.0077531
283.20	4.7391e-05	756.77	0.0013214	-89.483	-89.483	-233.91	300.34	368.96	1341.8	-0.043985	1810.6	0.13892	0.026224	0.00034284	2916.8	-28.771	-26.416	-11.214	258.73	267.04	119.44	23.938	4.1416	0.0077565
283.26	4.7663e-05	756.72	0.0013215	-89.460	-89.460	-233.83	300.37	368.99	1341.6	-0.043980	1808.3	0.13891	0.026219	0.00034474	2900.8	-28.755	-26.400	-11.205	258.77	267.09	119.46	23.915	4.1426	0.0077598
283.32	4.7937e-05	756.68	0.0013216	-89.438	-89.438	-233.75	300.41	369.02	1341.3	-0.043975	1806.0	0.13889	0.026214	0.00034664	2884.8	-28.739	-26.384	-11.195	258.82	267.13	119.47	23.892	4.1436	0.0077632
283.38	4.8213e-05	756.63	0.0013216	-89.415	-89.415	-233.67	300.45	369.05	1341.1	-0.043970	1803.7	0.13888	0.026208	0.00034856	2868.9	-28.723	-26.367	-11.186	258.86	267.18	119.48	23.870	4.1446	0.0077666
