Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
295.57	0.00014389	747.57	0.0013377	-84.877	-84.877	-217.99	307.79	375.44	1290.7	-0.042897	1421.6	0.13589	0.025141	0.00099737	1002.6	-25.512	-23.054	-8.8302	268.03	276.35	121.96	19.784	4.3408	0.0084672
295.63	0.00014463	747.52	0.0013378	-84.854	-84.854	-217.92	307.83	375.47	1290.4	-0.042892	1420.0	0.13587	0.025136	0.0010023	997.68	-25.495	-23.037	-8.8164	268.08	276.40	121.97	19.766	4.3417	0.0084708
295.69	0.00014538	747.48	0.0013378	-84.831	-84.831	-217.84	307.86	375.50	1290.2	-0.042886	1418.4	0.13586	0.025131	0.0010073	992.74	-25.479	-23.021	-8.8026	268.13	276.44	121.98	19.748	4.3427	0.0084744
295.75	0.00014613	747.43	0.0013379	-84.809	-84.809	-217.76	307.90	375.53	1289.9	-0.042881	1416.9	0.13584	0.025125	0.0010123	987.84	-25.463	-23.004	-8.7888	268.17	276.49	121.99	19.730	4.3437	0.0084780
295.81	0.00014689	747.39	0.0013380	-84.786	-84.786	-217.69	307.94	375.57	1289.7	-0.042875	1415.3	0.13583	0.025120	0.0010173	982.96	-25.447	-22.987	-8.7750	268.22	276.54	122.00	19.712	4.3447	0.0084816
295.87	0.00014764	747.34	0.0013381	-84.763	-84.763	-217.61	307.97	375.60	1289.5	-0.042870	1413.7	0.13581	0.025115	0.0010224	978.11	-25.430	-22.970	-8.7611	268.26	276.58	122.02	19.694	4.3457	0.0084851
295.94	0.00014841	747.30	0.0013382	-84.740	-84.740	-217.53	308.01	375.63	1289.2	-0.042864	1412.2	0.13580	0.025109	0.0010274	973.29	-25.414	-22.954	-8.7472	268.31	276.63	122.03	19.676	4.3466	0.0084887
296.00	0.00014917	747.25	0.0013382	-84.717	-84.717	-217.45	308.05	375.67	1289.0	-0.042859	1410.6	0.13578	0.025104	0.0010325	968.49	-25.398	-22.937	-8.7333	268.36	276.68	122.04	19.658	4.3476	0.0084923
296.06	0.00014994	747.21	0.0013383	-84.695	-84.695	-217.38	308.09	375.70	1288.7	-0.042853	1409.1	0.13577	0.025099	0.0010376	963.72	-25.381	-22.920	-8.7194	268.40	276.72	122.05	19.640	4.3486	0.0084959
296.12	0.00015072	747.16	0.0013384	-84.672	-84.672	-217.30	308.12	375.73	1288.5	-0.042847	1407.5	0.13575	0.025093	0.0010428	958.97	-25.365	-22.903	-8.7054	268.45	276.77	122.06	19.622	4.3496	0.0084995
296.18	0.00015149	747.12	0.0013385	-84.649	-84.649	-217.22	308.16	375.77	1288.2	-0.042842	1406.0	0.13574	0.025088	0.0010479	954.25	-25.349	-22.886	-8.6915	268.49	276.81	122.08	19.604	4.3505	0.0085031
296.24	0.00015227	747.07	0.0013386	-84.626	-84.626	-217.15	308.20	375.80	1288.0	-0.042836	1404.4	0.13573	0.025083	0.0010531	949.56	-25.333	-22.870	-8.6775	268.54	276.86	122.09	19.586	4.3515	0.0085067
296.30	0.00015306	747.03	0.0013386	-84.603	-84.603	-217.07	308.24	375.83	1287.7	-0.042831	1402.9	0.13571	0.025077	0.0010583	944.89	-25.316	-22.853	-8.6635	268.59	276.91	122.10	19.569	4.3525	0.0085102
296.36	0.00015384	746.98	0.0013387	-84.581	-84.581	-216.99	308.27	375.86	1287.5	-0.042825	1401.3	0.13570	0.025072	0.0010636	940.24	-25.300	-22.836	-8.6495	268.63	276.95	122.11	19.551	4.3535	0.0085138
296.42	0.00015463	746.94	0.0013388	-84.558	-84.558	-216.92	308.31	375.90	1287.2	-0.042820	1399.8	0.13568	0.025067	0.0010688	935.62	-25.284	-22.819	-8.6354	268.68	277.00	122.13	19.533	4.3544	0.0085174
296.48	0.00015543	746.89	0.0013389	-84.535	-84.535	-216.84	308.35	375.93	1287.0	-0.042814	1398.3	0.13567	0.025061	0.0010741	931.03	-25.267	-22.802	-8.6214	268.72	277.04	122.14	19.515	4.3554	0.0085210
296.54	0.00015623	746.85	0.0013390	-84.512	-84.512	-216.76	308.38	375.96	1286.8	-0.042808	1396.7	0.13565	0.025056	0.0010794	926.46	-25.251	-22.786	-8.6073	268.77	277.09	122.15	19.498	4.3564	0.0085246
296.60	0.00015703	746.80	0.0013390	-84.489	-84.489	-216.68	308.42	376.00	1286.5	-0.042803	1395.2	0.13564	0.025051	0.0010847	921.92	-25.235	-22.769	-8.5932	268.82	277.14	122.16	19.480	4.3574	0.0085282
296.66	0.00015783	746.76	0.0013391	-84.467	-84.467	-216.61	308.46	376.03	1286.3	-0.042797	1393.7	0.13562	0.025045	0.0010900	917.40	-25.218	-22.752	-8.5791	268.86	277.18	122.17	19.462	4.3584	0.0085318
296.72	0.00015864	746.71	0.0013392	-84.444	-84.444	-216.53	308.50	376.06	1286.0	-0.042792	1392.2	0.13561	0.025040	0.0010954	912.90	-25.202	-22.735	-8.5649	268.91	277.23	122.19	19.444	4.3593	0.0085354
296.78	0.00015946	746.67	0.0013393	-84.421	-84.421	-216.45	308.53	376.10	1285.8	-0.042786	1390.6	0.13559	0.025035	0.0011008	908.43	-25.186	-22.718	-8.5508	268.96	277.27	122.20	19.427	4.3603	0.0085390
296.85	0.00016027	746.62	0.0013394	-84.398	-84.398	-216.38	308.57	376.13	1285.5	-0.042781	1389.1	0.13558	0.025029	0.0011062	903.99	-25.170	-22.702	-8.5366	269.00	277.32	122.21	19.409	4.3613	0.0085426
296.91	0.00016110	746.58	0.0013394	-84.375	-84.375	-216.30	308.61	376.16	1285.3	-0.042775	1387.6	0.13556	0.025024	0.0011116	899.57	-25.153	-22.685	-8.5224	269.05	277.37	122.22	19.392	4.3623	0.0085462
296.97	0.00016192	746.53	0.0013395	-84.352	-84.352	-216.22	308.65	376.20	1285.0	-0.042769	1386.1	0.13555	0.025019	0.0011171	895.17	-25.137	-22.668	-8.5082	269.09	277.41	122.23	19.374	4.3632	0.0085498
297.03	0.00016275	746.49	0.0013396	-84.330	-84.330	-216.15	308.68	376.23	1284.8	-0.042764	1384.6	0.13554	0.025013	0.0011226	890.79	-25.121	-22.651	-8.4940	269.14	277.46	122.25	19.356	4.3642	0.0085534
297.09	0.00016358	746.44	0.0013397	-84.307	-84.307	-216.07	308.72	376.26	1284.5	-0.042758	1383.1	0.13552	0.025008	0.0011281	886.44	-25.104	-22.634	-8.4797	269.19	277.50	122.26	19.339	4.3652	0.0085570
297.15	0.00016442	746.40	0.0013398	-84.284	-84.284	-215.99	308.76	376.30	1284.3	-0.042753	1381.6	0.13551	0.025003	0.0011336	882.11	-25.088	-22.617	-8.4654	269.23	277.55	122.27	19.321	4.3662	0.0085606
297.21	0.00016526	746.35	0.0013398	-84.261	-84.261	-215.92	308.79	376.33	1284.1	-0.042747	1380.1	0.13549	0.024997	0.0011392	877.81	-25.072	-22.601	-8.4512	269.28	277.60	122.28	19.304	4.3671	0.0085642
297.27	0.00016610	746.31	0.0013399	-84.238	-84.238	-215.84	308.83	376.36	1283.8	-0.042741	1378.6	0.13548	0.024992	0.0011448	873.53	-25.055	-22.584	-8.4368	269.32	277.64	122.30	19.286	4.3681	0.0085678
297.33	0.00016695	746.26	0.0013400	-84.216	-84.216	-215.76	308.87	376.39	1283.6	-0.042736	1377.1	0.13546	0.024987	0.0011504	869.27	-25.039	-22.567	-8.4225	269.37	277.69	122.31	19.269	4.3691	0.0085714
297.39	0.00016780	746.22	0.0013401	-84.193	-84.193	-215.69	308.91	376.43	1283.3	-0.042730	1375.6	0.13545	0.024981	0.0011560	865.04	-25.023	-22.550	-8.4082	269.42	277.74	122.32	19.251	4.3701	0.0085750
297.45	0.00016865	746.17	0.0013402	-84.170	-84.170	-215.61	308.94	376.46	1283.1	-0.042725	1374.1	0.13543	0.024976	0.0011617	860.82	-25.006	-22.533	-8.3938	269.46	277.78	122.33	19.234	4.3711	0.0085786
297.51	0.00016951	746.13	0.0013403	-84.147	-84.147	-215.53	308.98	376.49	1282.8	-0.042719	1372.6	0.13542	0.024971	0.0011674	856.63	-24.990	-22.516	-8.3794	269.51	277.83	122.34	19.217	4.3720	0.0085822
297.57	0.00017038	746.08	0.0013403	-84.124	-84.124	-215.46	309.02	376.53	1282.6	-0.042713	1371.1	0.13540	0.024965	0.0011731	852.47	-24.974	-22.500	-8.3650	269.55	277.87	122.36	19.199	4.3730	0.0085858
297.63	0.00017124	746.04	0.0013404	-84.101	-84.101	-215.38	309.06	376.56	1282.3	-0.042708	1369.6	0.13539	0.024960	0.0011788	848.32	-24.957	-22.483	-8.3506	269.60	277.92	122.37	19.182	4.3740	0.0085894
297.69	0.00017212	745.99	0.0013405	-84.078	-84.078	-215.30	309.09	376.59	1282.1	-0.042702	1368.2	0.13537	0.024955	0.0011846	844.20	-24.941	-22.466	-8.3361	269.65	277.97	122.38	19.164	4.3750	0.0085930
297.76	0.00017299	745.95	0.0013406	-84.056	-84.056	-215.23	309.13	376.63	1281.9	-0.042697	1366.7	0.13536	0.024949	0.0011903	840.10	-24.924	-22.449	-8.3217	269.69	278.01	122.39	19.147	4.3759	0.0085966
297.82	0.00017387	745.90	0.0013407	-84.033	-84.033	-215.15	309.17	376.66	1281.6	-0.042691	1365.2	0.13535	0.024944	0.0011961	836.02	-24.908	-22.432	-8.3072	269.74	278.06	122.40	19.130	4.3769	0.0086002
297.88	0.00017475	745.86	0.0013407	-84.010	-84.010	-215.07	309.21	376.69	1281.4	-0.042685	1363.7	0.13533	0.024939	0.0012020	831.97	-24.892	-22.415	-8.2927	269.79	278.10	122.42	19.113	4.3779	0.0086038
297.94	0.00017564	745.81	0.0013408	-83.987	-83.987	-214.99	309.24	376.73	1281.1	-0.042680	1362.3	0.13532	0.024933	0.0012078	827.93	-24.875	-22.398	-8.2782	269.83	278.15	122.43	19.095	4.3789	0.0086075
298.00	0.00017653	745.77	0.0013409	-83.964	-83.964	-214.92	309.28	376.76	1280.9	-0.042674	1360.8	0.13530	0.024928	0.0012137	823.92	-24.859	-22.382	-8.2636	269.88	278.20	122.44	19.078	4.3798	0.0086111
298.06	0.00017743	745.72	0.0013410	-83.941	-83.941	-214.84	309.32	376.79	1280.6	-0.042668	1359.3	0.13529	0.024923	0.0012196	819.93	-24.843	-22.365	-8.2491	269.92	278.24	122.45	19.061	4.3808	0.0086147
298.12	0.00017833	745.68	0.0013411	-83.918	-83.918	-214.76	309.36	376.83	1280.4	-0.042663	1357.9	0.13527	0.024917	0.0012256	815.96	-24.826	-22.348	-8.2345	269.97	278.29	122.47	19.044	4.3818	0.0086183
298.18	0.00017923	745.63	0.0013411	-83.896	-83.896	-214.69	309.39	376.86	1280.1	-0.042657	1356.4	0.13526	0.024912	0.0012315	812.01	-24.810	-22.331	-8.2199	270.02	278.34	122.48	19.026	4.3828	0.0086219
298.24	0.00018014	745.59	0.0013412	-83.873	-83.873	-214.61	309.43	376.89	1279.9	-0.042652	1354.9	0.13524	0.024907	0.0012375	808.08	-24.794	-22.314	-8.2053	270.06	278.38	122.49	19.009	4.3838	0.0086255
298.30	0.00018105	745.54	0.0013413	-83.850	-83.850	-214.53	309.47	376.93	1279.7	-0.042646	1353.5	0.13523	0.024901	0.0012435	804.18	-24.777	-22.297	-8.1907	270.11	278.43	122.50	18.992	4.3847	0.0086291
298.36	0.00018196	745.50	0.0013414	-83.827	-83.827	-214.46	309.51	376.96	1279.4	-0.042640	1352.0	0.13521	0.024896	0.0012495	800.29	-24.761	-22.280	-8.1760	270.15	278.47	122.51	18.975	4.3857	0.0086328
298.42	0.00018289	745.45	0.0013415	-83.804	-83.804	-214.38	309.54	376.99	1279.2	-0.042635	1350.6	0.13520	0.024891	0.0012556	796.43	-24.744	-22.263	-8.1613	270.20	278.52	122.53	18.958	4.3867	0.0086364
298.48	0.00018381	745.41	0.0013415	-83.781	-83.781	-214.30	309.58	377.03	1278.9	-0.042629	1349.1	0.13519	0.024885	0.0012617	792.58	-24.728	-22.246	-8.1466	270.25	278.57	122.54	18.941	4.3877	0.0086400
298.54	0.00018474	745.36	0.0013416	-83.758	-83.758	-214.23	309.62	377.06	1278.7	-0.042623	1347.7	0.13517	0.024880	0.0012678	788.76	-24.712	-22.230	-8.1319	270.29	278.61	122.55	18.924	4.3886	0.0086436
298.60	0.00018567	745.32	0.0013417	-83.736	-83.736	-214.15	309.66	377.10	1278.4	-0.042618	1346.2	0.13516	0.024875	0.0012740	784.96	-24.695	-22.213	-8.1172	270.34	278.66	122.56	18.907	4.3896	0.0086472
298.67	0.00018661	745.27	0.0013418	-83.713	-83.713	-214.08	309.69	377.13	1278.2	-0.042612	1344.8	0.13514	0.024869	0.0012801	781.17	-24.679	-22.196	-8.1025	270.39	278.71	122.57	18.890	4.3906	0.0086509
298.73	0.00018755	745.23	0.0013419	-83.690	-83.690	-214.00	309.73	377.16	1278.0	-0.042607	1343.3	0.13513	0.024864	0.0012863	777.41	-24.662	-22.179	-8.0877	270.43	278.75	122.59	18.873	4.3916	0.0086545
298.79	0.00018849	745.18	0.0013419	-83.667	-83.667	-213.92	309.77	377.20	1277.7	-0.042601	1341.9	0.13511	0.024859	0.0012925	773.67	-24.646	-22.162	-8.0729	270.48	278.80	122.60	18.856	4.3926	0.0086581
298.85	0.00018944	745.14	0.0013420	-83.644	-83.644	-213.85	309.81	377.23	1277.5	-0.042595	1340.5	0.13510	0.024853	0.0012988	769.94	-24.630	-22.145	-8.0581	270.52	278.84	122.61	18.839	4.3935	0.0086617
298.91	0.00019040	745.09	0.0013421	-83.621	-83.621	-213.77	309.84	377.26	1277.2	-0.042590	1339.0	0.13508	0.024848	0.0013051	766.24	-24.613	-22.128	-8.0433	270.57	278.89	122.62	18.822	4.3945	0.0086654
298.97	0.00019136	745.05	0.0013422	-83.598	-83.598	-213.69	309.88	377.30	1277.0	-0.042584	1337.6	0.13507	0.024843	0.0013114	762.56	-24.597	-22.111	-8.0284	270.62	278.94	122.63	18.805	4.3955	0.0086690
299.03	0.00019232	745.00	0.0013423	-83.575	-83.575	-213.62	309.92	377.33	1276.7	-0.042578	1336.2	0.13505	0.024837	0.0013177	758.89	-24.580	-22.094	-8.0136	270.66	278.98	122.65	18.788	4.3965	0.0086726
299.09	0.00019329	744.96	0.0013424	-83.552	-83.552	-213.54	309.96	377.36	1276.5	-0.042573	1334.8	0.13504	0.024832	0.0013241	755.25	-24.564	-22.077	-7.9987	270.71	279.03	122.66	18.771	4.3974	0.0086763
299.15	0.00019426	744.91	0.0013424	-83.530	-83.530	-213.46	309.99	377.40	1276.2	-0.042567	1333.3	0.13503	0.024827	0.0013305	751.63	-24.548	-22.060	-7.9838	270.76	279.08	122.67	18.754	4.3984	0.0086799
299.21	0.00019523	744.87	0.0013425	-83.507	-83.507	-213.39	310.03	377.43	1276.0	-0.042561	1331.9	0.13501	0.024821	0.0013369	748.02	-24.531	-22.044	-7.9689	270.80	279.12	122.68	18.737	4.3994	0.0086835
299.27	0.00019621	744.82	0.0013426	-83.484	-83.484	-213.31	310.07	377.46	1275.8	-0.042556	1330.5	0.13500	0.024816	0.0013433	744.43	-24.515	-22.027	-7.9539	270.85	279.17	122.70	18.720	4.4004	0.0086871
299.33	0.00019720	744.78	0.0013427	-83.461	-83.461	-213.23	310.11	377.50	1275.5	-0.042550	1329.1	0.13498	0.024811	0.0013498	740.87	-24.498	-22.010	-7.9390	270.89	279.21	122.71	18.703	4.4013	0.0086908
299.39	0.00019819	744.74	0.0013428	-83.438	-83.438	-213.16	310.14	377.53	1275.3	-0.042544	1327.7	0.13497	0.024805	0.0013563	737.32	-24.482	-21.993	-7.9240	270.94	279.26	122.72	18.687	4.4023	0.0086944
299.45	0.00019918	744.69	0.0013428	-83.415	-83.415	-213.08	310.18	377.56	1275.0	-0.042539	1326.3	0.13495	0.024800	0.0013628	733.79	-24.465	-21.976	-7.9090	270.99	279.31	122.73	18.670	4.4033	0.0086980
299.51	0.00020018	744.65	0.0013429	-83.392	-83.392	-213.00	310.22	377.60	1274.8	-0.042533	1324.9	0.13494	0.024795	0.0013693	730.28	-24.449	-21.959	-7.8940	271.03	279.35	122.74	18.653	4.4043	0.0087017
299.58	0.00020118	744.60	0.0013430	-83.369	-83.369	-212.93	310.26	377.63	1274.5	-0.042527	1323.5	0.13492	0.024789	0.0013759	726.78	-24.432	-21.942	-7.8790	271.08	279.40	122.76	18.636	4.4053	0.0087053
299.64	0.00020219	744.56	0.0013431	-83.346	-83.346	-212.85	310.29	377.67	1274.3	-0.042522	1322.0	0.13491	0.024784	0.0013825	723.31	-24.416	-21.925	-7.8639	271.13	279.45	122.77	18.620	4.4062	0.0087090
299.70	0.00020320	744.51	0.0013432	-83.323	-83.323	-212.77	310.33	377.70	1274.1	-0.042516	1320.6	0.13489	0.024778	0.0013892	719.85	-24.400	-21.908	-7.8489	271.17	279.49	122.78	18.603	4.4072	0.0087126
299.76	0.00020422	744.47	0.0013432	-83.301	-83.301	-212.70	310.37	377.73	1273.8	-0.042510	1319.2	0.13488	0.024773	0.0013958	716.42	-24.383	-21.891	-7.8338	271.22	279.54	122.79	18.586	4.4082	0.0087162
299.82	0.00020524	744.42	0.0013433	-83.278	-83.278	-212.62	310.41	377.77	1273.6	-0.042505	1317.9	0.13487	0.024768	0.0014025	713.00	-24.367	-21.874	-7.8187	271.26	279.58	122.80	18.569	4.4092	0.0087199
299.88	0.00020626	744.38	0.0013434	-83.255	-83.255	-212.54	310.44	377.80	1273.3	-0.042499	1316.5	0.13485	0.024762	0.0014093	709.60	-24.350	-21.857	-7.8035	271.31	279.63	122.82	18.553	4.4101	0.0087235
299.94	0.00020729	744.33	0.0013435	-83.232	-83.232	-212.47	310.48	377.83	1273.1	-0.042493	1315.1	0.13484	0.024757	0.0014160	706.21	-24.334	-21.840	-7.7884	271.36	279.68	122.83	18.536	4.4111	0.0087272
300.00	0.00020833	744.29	0.0013436	-83.209	-83.209	-212.39	310.52	377.87	1272.8	-0.042488	1313.7	0.13482	0.024752	0.0014228	702.85	-24.317	-21.823	-7.7732	271.40	279.72	122.84	18.520	4.4121	0.0087308
